且,2 5 1 1 1,237,04E14,pic/且.png
叶,2 5 1 1 2,238,053F6,pic/叶.png
甲,2 5 1 1 2,239,07532,pic/甲.png
申,2 5 1 1 2,240,07533,pic/申.png
叮,2 5 1 1 2,241,053EE,pic/叮.png
电,2 5 1 1 5,242,07535,pic/电.png
号,2 5 1 1 5,243,053F7,pic/号.png
田,2 5 1 2 1,244,07530,pic/田.png
由,2 5 1 2 1,245,07531,pic/由.png
只,2 5 1 3 4,246,053EA,pic/只.png
叭,2 5 1 3 4,247,053ED,pic/叭.png
史,2 5 1 3 4,248,053F2,pic/史.png
央,2 5 1 3 4,249,0592E,pic/央.png
兄,2 5 1 3 5,250,05144,pic/兄.png
叽,2 5 1 3 5,251,053FD,pic/叽.png
叼,2 5 1 5 1,252,053FC,pic/叼.png
叫,2 5 1 5 2,253,053EB,pic/叫.png
叩,2 5 1 5 2,254,053E9,pic/叩.png
叨,2 5 1 5 3,255,053E8,pic/叨.png
另,2 5 1 5 3,256,053E6,pic/另.png
叹,2 5 1 5 4,257,053F9,pic/叹.png
冉,2 5 2 1 1,258,05189,pic/冉.png
皿,2 5 2 2 1,259,076BF,pic/皿.png
凹,2 5 2 5 1,260,051F9,pic/凹.png
囚,2 5 3 4 1,261,056DA,pic/囚.png
四,2 5 3 5 1,262,056DB,pic/四.png
生,3 1 1 2 1,263,0751F,pic/生.png
矢,3 1 1 3 4,264,077E2,pic/矢.png
失,3 1 1 3 4,265,05931,pic/失.png
乍,3 1 2 1 1,266,04E4D,pic/乍.png
禾,3 1 2 3 4,267,079BE,pic/禾.png
丘,3 2 1 2 1,268,04E18,pic/丘.png
付,3 2 1 2 4,269,04ED8,pic/付.png
仗,3 2 1 3 4,270,04ED7,pic/仗.png
代,3 2 1 5 4,271,04EE3,pic/代.png
仙,3 2 2 5 2,272,04ED9,pic/仙.png
们,3 2 4 2 5,273,04EEC,pic/们.png
仪,3 2 4 3 4,274,04EEA,pic/仪.png
白,3 2 5 1 1,275,0767D,pic/白.png
仔,3 2 5 2 1,276,04ED4,pic/仔.png
他,3 2 5 2 5,277,04ED6,pic/他.png
斥,3 3 1 2 4,278,065A5,pic/斥.png
瓜,3 3 5 4 4,279,074DC,pic/瓜.png
乎,3 4 3 1 2,280,04E4E,pic/乎.png
丛,3 4 3 4 1,281,04E1B,pic/丛.png
令,3 4 4 5 4,282,04EE4,pic/令.png
用,3 5 1 1 2,283,07528,pic/用.png
甩,3 5 1 1 5,284,07529,pic/甩.png
印,3 5 1 5 2,285,05370,pic/印.png
尔,3 5 2 3 4,286,05C14,pic/尔.png
乐,3 5 2 3 4,287,04E50,pic/乐.png
句,3 5 2 5 1,288,053E5,pic/句.png
匆,3 5 3 3 4,289,05306,pic/匆.png
册,3 5 3 5 1,290,0518C,pic/册.png
卯,3 5 3 5 2,291,0536F,pic/卯.png
犯,3 5 3 5 5,292,072AF,pic/犯.png
外,3 5 4 2 4,293,05916,pic/外.png
处,3 5 4 2 4,294,05904,pic/处.png
冬,3 5 4 4 4,295,051AC,pic/冬.png
鸟,3 5 4 5 1,296,09E1F,pic/鸟.png
务,3 5 4 5 3,297,052A1,pic/务.png
包,3 5 5 1 5,298,05305,pic/包.png
饥,3 5 5 3 5,299,09965,pic/饥.png
主,4 1 1 2 1,300,04E3B,pic/主.png
市,4 1 2 5 2,301,05E02,pic/市.png
立,4 1 4 3 1,302,07ACB,pic/立.png
冯,4 1 5 5 1,303,051AF,pic/冯.png
玄,4 1 5 5 4,304,07384,pic/玄.png
闪,4 2 5 3 4,305,095EA,pic/闪.png
兰,4 3 1 1 1,306,05170,pic/兰.png
半,4 3 1 1 2,307,0534A,pic/半.png
汁,4 4 1 1 2,308,06C41,pic/汁.png
汇,4 4 1 1 5,309,06C47,pic/汇.png
头,4 4 1 3 4,310,05934,pic/头.png
汉,4 4 1 5 4,311,06C49,pic/汉.png
宁,4 4 5 1 2,312,05B81,pic/宁.png
穴,4 4 5 3 4,313,07A74,pic/穴.png
它,4 4 5 3 5,314,05B83,pic/它.png
讨,4 5 1 2 4,315,08BA8,pic/讨.png
写,4 5 1 5 1,316,05199,pic/写.png
让,4 5 2 1 1,317,08BA9,pic/让.png
礼,4 5 2 4 5,318,0793C,pic/礼.png
训,4 5 3 2 2,319,08BAD,pic/训.png
议,4 5 4 3 4,320,08BAE,pic/议.png
必,4 5 4 3 4,321,05FC5,pic/必.png
讯,4 5 5 1 2,322,08BAF,pic/讯.png
记,4 5 5 1 5,323,08BB0,pic/记.png
永,4 5 5 3 4,324,06C38,pic/永.png
司,5 1 2 5 1,325,053F8,pic/司.png
尼,5 1 3 3 5,326,05C3C,pic/尼.png
民,5 1 5 1 5,327,06C11,pic/民.png
弗,5 1 5 3 2,328,05F17,pic/弗.png
弘,5 1 5 5 4,329,05F18,pic/弘.png
出,5 2 2 5 2,330,051FA,pic/出.png
辽,5 2 4 5 4,331,08FBD,pic/辽.png
奶,5 3 1 5 3,332,05976,pic/奶.png
奴,5 3 1 5 4,333,05974,pic/奴.png
召,5 3 2 5 1,334,053EC,pic/召.png
加,5 3 2 5 1,335,052A0,pic/加.png
皮,5 3 2 5 4,336,076AE,pic/皮.png
边,5 3 4 5 4,337,08FB9,pic/边.png
孕,5 3 5 2 1,338,05B55,pic/孕.png
发,5 3 5 4 4,339,053D1,pic/发.png
圣,5 4 1 2 1,340,05723,pic/圣.png
对,5 4 1 2 4,341,05BF9,pic/对.png
台,5 4 2 5 1,342,053F0,pic/台.png
矛,5 4 5 2 3,343,077DB,pic/矛.png
纠,5 5 1 5 2,344,07EA0,pic/纠.png
母,5 5 4 1 4,345,06BCD,pic/母.png
幼,5 5 4 5 3,346,05E7C,pic/幼.png
丝,5 5 5 5 1,347,04E1D,pic/丝.png
邦,1 1 1 3 5 2,348,090A6,pic/邦.png
式,1 1 2 1 5 4,349,05F0F,pic/式.png
迂,1 1 2 4 5 4,350,08FC2,pic/迂.png
刑,1 1 3 2 2 2,351,05211,pic/刑.png
戎,1 1 3 5 3 4,352,0620E,pic/戎.png
动,1 1 5 4 5 3,353,052A8,pic/动.png
扛,1 2 1 1 2 1,354,0625B,pic/扛.png
寺,1 2 1 1 2 4,355,05BFA,pic/寺.png
吉,1 2 1 2 5 1,356,05409,pic/吉.png
扣,1 2 1 2 5 1,357,06263,pic/扣.png
考,1 2 1 3 1 5,358,08003,pic/考.png
托,1 2 1 3 1 5,359,06258,pic/托.png
老,1 2 1 3 3 5,360,08001,pic/老.png
巩,1 2 1 3 5 4,361,05DE9,pic/巩.png
圾,1 2 1 3 5 4,362,0573E,pic/圾.png
执,1 2 1 3 5 4,363,06267,pic/执.png
扩,1 2 1 4 1 3,364,06269,pic/扩.png
扫,1 2 1 5 1 1,365,0626B,pic/扫.png
地,1 2 1 5 2 5,366,05730,pic/地.png
场,1 2 1 5 3 3,367,0573A,pic/场.png
扬,1 2 1 5 3 3,368,0626C,pic/扬.png
耳,1 2 2 1 1 1,369,08033,pic/耳.png
芋,1 2 2 1 1 2,370,0828B,pic/芋.png
共,1 2 2 1 3 4,371,05171,pic/共.png
芒,1 2 2 4 1 5,372,08292,pic/芒.png
亚,1 2 2 4 3 1,373,04E9A,pic/亚.png
芝,1 2 2 4 5 4,374,0829D,pic/芝.png
朽,1 2 3 4 1 5,375,0673D,pic/朽.png
朴,1 2 3 4 2 4,376,06734,pic/朴.png
机,1 2 3 4 3 5,377,0673A,pic/机.png
权,1 2 3 4 5 4,378,06743,pic/权.png
过,1 2 4 4 5 4,379,08FC7,pic/过.png
臣,1 2 5 1 2 5,380,081E3,pic/臣.png
吏,1 2 5 1 3 4,381,0540F,pic/吏.png
再,1 2 5 2 1 1,382,0518D,pic/再.png
协,1 2 5 3 4 4,383,0534F,pic/协.png
西,1 2 5 3 5 1,384,0897F,pic/西.png
压,1 3 1 2 1 4,385,0538B,pic/压.png
厌,1 3 1 3 4 4,386,0538C,pic/厌.png
戌,1 3 1 5 3 4,387,0620C,pic/戌.png
在,1 3 2 1 2 1,388,05728,pic/在.png
百,1 3 2 5 1 1,389,0767E,pic/百.png
有,1 3 2 5 1 1,390,06709,pic/有.png
存,1 3 2 5 2 1,391,05B58,pic/存.png
而,1 3 2 5 2 2,392,0800C,pic/而.png
页,1 3 2 5 3 4,393,09875,pic/页.png
匠,1 3 3 1 2 5,394,05320,pic/匠.png
夸,1 3 4 1 1 5,395,05938,pic/夸.png
夺,1 3 4 1 2 4,396,0593A,pic/夺.png
灰,1 3 4 3 3 4,397,07070,pic/灰.png
达,1 3 4 4 5 4,398,08FBE,pic/达.png
列,1 3 5 4 2 2,399,05217,pic/列.png
死,1 3 5 4 3 5,400,06B7B,pic/死.png
成,1 3 5 5 3 4,401,06210,pic/成.png
夹,1 4 3 1 3 4,402,05939,pic/夹.png
夷,1 5 1 5 3 4,403,05937,pic/夷.png
轨,1 5 2 1 3 5,404,08F68,pic/轨.png
邪,1 5 2 3 5 2,405,090AA,pic/邪.png
尧,1 5 3 1 3 5,406,05C27,pic/尧.png
划,1 5 3 4 2 2,407,05212,pic/划.png
迈,1 5 3 4 5 4,408,08FC8,pic/迈.png
毕,1 5 3 5 1 2,409,06BD5,pic/毕.png
至,1 5 4 1 2 1,410,081F3,pic/至.png
此,2 1 2 1 3 5,411,06B64,pic/此.png
贞,2 1 2 5 3 4,412,08D1E,pic/贞.png
师,2 3 1 2 5 2,413,05E08,pic/师.png
尘,2 3 4 1 2 1,414,05C18,pic/尘.png
尖,2 3 4 1 3 4,415,05C16,pic/尖.png
劣,2 3 4 3 5 3,416,052A3,pic/劣.png
光,2 4 3 1 3 5,417,05149,pic/光.png
当,2 4 3 5 1 1,418,05F53,pic/当.png
早,2 5 1 1 1 2,419,065E9,pic/早.png
吁,2 5 1 1 1 2,420,05401,pic/吁.png
吐,2 5 1 1 2 1,421,05410,pic/吐.png
吓,2 5 1 1 2 4,422,05413,pic/吓.png
虫,2 5 1 2 1 4,423,0866B,pic/虫.png
曲,2 5 1 2 2 1,424,066F2,pic/曲.png
团,2 5 1 2 3 1,425,056E2,pic/团.png
吕,2 5 1 2 5 1,426,05415,pic/吕.png
同,2 5 1 2 5 1,427,0540C,pic/同.png
吊,2 5 1 2 5 2,428,0540A,pic/吊.png
吃,2 5 1 3 1 5,429,05403,pic/吃.png
因,2 5 1 3 4 1,430,056E0,pic/因.png
吸,2 5 1 3 5 4,431,05438,pic/吸.png
吗,2 5 1 5 5 1,432,05417,pic/吗.png
吆,2 5 1 5 5 4,433,05406,pic/吆.png
屿,2 5 2 1 5 1,434,05C7F,pic/屿.png
屹,2 5 2 3 1 5,435,05C79,pic/屹.png
岁,2 5 2 3 5 4,436,05C81,pic/岁.png
帆,2 5 2 3 5 4,437,05E06,pic/帆.png
回,2 5 2 5 1 1,438,056DE,pic/回.png
岂,2 5 2 5 1 5,439,05C82,pic/岂.png
则,2 5 3 4 2 2,440,05219,pic/则.png
刚,2 5 3 4 2 2,441,0521A,pic/刚.png
网,2 5 3 4 3 4,442,07F51,pic/网.png
肉,2 5 3 4 3 4,443,08089,pic/肉.png
年,3 1 1 2 1 2,444,05E74,pic/年.png
朱,3 1 1 2 3 4,445,06731,pic/朱.png
先,3 1 2 1 3 5,446,05148,pic/先.png
丢,3 1 2 1 5 4,447,04E22,pic/丢.png
廷,3 1 2 1 5 4,448,05EF7,pic/廷.png
舌,3 1 2 2 5 1,449,0820C,pic/舌.png
竹,3 1 2 3 1 2,450,07AF9,pic/竹.png
迁,3 1 2 4 5 4,451,08FC1,pic/迁.png
乔,3 1 3 4 3 2,452,04E54,pic/乔.png
迄,3 1 5 4 5 4,453,08FC4,pic/迄.png
伟,3 2 1 1 5 2,454,04F1F,pic/伟.png
传,3 2 1 1 5 4,455,04F20,pic/传.png
乒,3 2 1 2 1 3,456,04E52,pic/乒.png
乓,3 2 1 2 1 4,457,04E53,pic/乓.png
休,3 2 1 2 3 4,458,04F11,pic/休.png
伍,3 2 1 2 5 1,459,04F0D,pic/伍.png
伏,3 2 1 3 4 4,460,04F0F,pic/伏.png
优,3 2 1 3 5 4,461,04F18,pic/优.png
臼,3 2 1 5 1 1,462,081FC,pic/臼.png
伐,3 2 1 5 3 4,463,04F10,pic/伐.png
延,3 2 1 5 5 4,464,05EF6,pic/延.png
仲,3 2 2 5 1 2,465,04EF2,pic/仲.png
件,3 2 3 1 1 2,466,04EF6,pic/件.png
任,3 2 3 1 2 1,467,04EFB,pic/任.png
伤,3 2 3 1 5 3,468,04F24,pic/伤.png
价,3 2 3 4 3 2,469,04EF7,pic/价.png
伦,3 2 3 4 3 5,470,04F26,pic/伦.png
份,3 2 3 4 5 3,471,04EFD,pic/份.png
华,3 2 3 5 1 2,472,0534E,pic/华.png
仰,3 2 3 5 5 2,473,04EF0,pic/仰.png
仿,3 2 4 1 5 3,474,04EFF,pic/仿.png
伙,3 2 4 3 3 4,475,04F19,pic/伙.png
伪,3 2 4 3 5 4,476,04F2A,pic/伪.png
自,3 2 5 1 1 1,477,081EA,pic/自.png
伊,3 2 5 1 1 3,478,04F0A,pic/伊.png
血,3 2 5 2 2 1,479,08840,pic/血.png
向,3 2 5 2 5 1,480,05411,pic/向.png
似,3 2 5 4 3 4,481,04F3C,pic/似.png
后,3 3 1 2 5 1,482,0540E,pic/后.png
行,3 3 2 1 1 2,483,0884C,pic/行.png
舟,3 3 5 4 1 4,484,0821F,pic/舟.png
全,3 4 1 1 2 1,485,05168,pic/全.png
会,3 4 1 1 5 4,486,04F1A,pic/会.png
杀,3 4 1 2 3 4,487,06740,pic/杀.png
合,3 4 1 2 5 1,488,05408,pic/合.png
兆,3 4 1 5 3 4,489,05146,pic/兆.png
企,3 4 2 1 2 1,490,04F01,pic/企.png
众,3 4 3 4 3 4,491,04F17,pic/众.png
爷,3 4 3 4 5 2,492,07237,pic/爷.png
伞,3 4 4 3 1 2,493,04F1E,pic/伞.png
创,3 4 5 5 2 2,494,0521B,pic/创.png
肌,3 5 1 1 3 5,495,0808C,pic/肌.png
肋,3 5 1 1 5 3,496,0808B,pic/肋.png
朵,3 5 1 2 3 4,497,06735,pic/朵.png
杂,3 5 1 2 3 4,498,06742,pic/杂.png
危,3 5 1 3 5 5,499,05371,pic/危.png
旬,3 5 2 5 1 1,500,065EC,pic/旬.png
旨,3 5 2 5 1 1,501,065E8,pic/旨.png
旭,3 5 2 5 1 1,502,065ED,pic/旭.png
负,3 5 2 5 3 4,503,08D1F,pic/负.png
匈,3 5 3 4 5 2,504,05308,pic/匈.png
名,3 5 4 2 5 1,505,0540D,pic/名.png
各,3 5 4 2 5 1,506,05404,pic/各.png
多,3 5 4 3 5 4,507,0591A,pic/多.png
争,3 5 5 1 1 2,508,04E89,pic/争.png
色,3 5 5 2 1 5,509,08272,pic/色.png
壮,4 1 2 1 2 1,510,058EE,pic/壮.png
冲,4 1 2 5 1 2,511,051B2,pic/冲.png
妆,4 1 2 5 3 1,512,05986,pic/妆.png
冰,4 1 2 5 3 4,513,051B0,pic/冰.png
庄,4 1 3 1 2 1,514,05E84,pic/庄.png
庆,4 1 3 1 3 4,515,05E86,pic/庆.png
亦,4 1 3 2 3 4,516,04EA6,pic/亦.png
刘,4 1 3 4 2 2,517,05218,pic/刘.png
齐,4 1 3 4 3 2,518,09F50,pic/齐.png
交,4 1 3 4 3 4,519,04EA4,pic/交.png
衣,4 1 3 5 3 4,520,08863,pic/衣.png
次,4 1 3 5 3 4,521,06B21,pic/次.png
产,4 1 4 3 1 3,522,04EA7,pic/产.png
决,4 1 5 1 3 4,523,051B3,pic/决.png
亥,4 1 5 3 3 4,524,04EA5,pic/亥.png
充,4 1 5 4 3 5,525,05145,pic/充.png
妄,4 1 5 5 3 1,526,05984,pic/妄.png
闭,4 2 5 1 2 3,527,095ED,pic/闭.png
问,4 2 5 2 5 1,528,095EE,pic/问.png
闯,4 2 5 5 5 1,529,095EF,pic/闯.png
羊,4 3 1 1 1 2,530,07F8A,pic/羊.png
并,4 3 1 1 3 2,531,05E76,pic/并.png
关,4 3 1 1 3 4,532,05173,pic/关.png
米,4 3 1 2 3 4,533,07C73,pic/米.png
灯,4 3 3 4 1 2,534,0706F,pic/灯.png
州,4 3 4 2 4 2,535,05DDE,pic/州.png
汗,4 4 1 1 1 2,536,06C57,pic/汗.png
污,4 4 1 1 1 5,537,06C61,pic/污.png
江,4 4 1 1 2 1,538,06C5F,pic/江.png
汛,4 4 1 5 1 2,539,06C5B,pic/汛.png
池,4 4 1 5 2 5,540,06C60,pic/池.png
汝,4 4 1 5 3 1,541,06C5D,pic/汝.png
汤,4 4 1 5 3 3,542,06C64,pic/汤.png
忙,4 4 2 4 1 5,543,05FD9,pic/忙.png
兴,4 4 3 1 3 4,544,05174,pic/兴.png
